"Location","Symbol","Year","Parameter","Month","Value"
"Mirpur Bridge","L1",2017,"SS","May",31
"Mirpur Bridge","L1",2017,"SS","June",31
"Mirpur Bridge","L1",2017,"SS","July",38
"Mirpur Bridge","L1",2017,"SS","August",38
"Mirpur Bridge","L1",2017,"SS","September",28
"Mirpur Bridge","L1",2017,"SS","October",57
"Mirpur Bridge","L1",2017,"SS","November",42
"Mirpur Bridge","L1",2017,"SS","December",25
"Mirpur Bridge","L1",2018,"SS","January",60
"Mirpur Bridge","L1",2018,"SS","February",68
"Mirpur Bridge","L1",2018,"SS","March",80
"Mirpur Bridge","L1",2018,"SS","April",80
"Mirpur Bridge","L1",2018,"SS","May",75
"Mirpur Bridge","L1",2018,"SS","June",7.5
"Mirpur Bridge","L1",2018,"SS","July",6.5
"Mirpur Bridge","L1",2018,"SS","August",5.6
"Mirpur Bridge","L1",2018,"SS","September",7.6
"Mirpur Bridge","L1",2018,"SS","October",5.5
"Mirpur Bridge","L1",2018,"SS","November",6
"Mirpur Bridge","L1",2018,"SS","December",28
"Mirpur Bridge","L1",2019,"SS","January",36
"Mirpur Bridge","L1",2019,"SS","February",150
"Mirpur Bridge","L1",2019,"SS","March",143
"Mirpur Bridge","L1",2019,"SS","April",47
"Mirpur Bridge","L1",2019,"SS","May",23
"Mirpur Bridge","L1",2019,"SS","June",5
"Mirpur Bridge","L1",2019,"SS","July",13
"Mirpur Bridge","L1",2019,"SS","August",6
"Mirpur Bridge","L1",2019,"SS","September",7
"Mirpur Bridge","L1",2019,"SS","October",14
"Mirpur Bridge","L1",2019,"SS","November",20
"Mirpur Bridge","L1",2019,"SS","December",26
"Mirpur Bridge","L1",2020,"SS","January",32
"Mirpur Bridge","L1",2020,"SS","February",69
"Mirpur Bridge","L1",2020,"SS","March",56
"Mirpur Bridge","L1",2020,"SS","April",34
"Mirpur Bridge","L1",2020,"SS","May",32
"Mirpur Bridge","L1",2020,"SS","June",21
"Mirpur Bridge","L1",2020,"SS","July",46
"Mirpur Bridge","L1",2020,"SS","August",15
"Mirpur Bridge","L1",2020,"SS","September",39
"Mirpur Bridge","L1",2020,"SS","October",42
"Mirpur Bridge","L1",2020,"SS","November",25
"Mirpur Bridge","L1",2020,"SS","December",31
"Mirpur Bridge","L1",2021,"SS","January",88
"Mirpur Bridge","L1",2021,"SS","February",85
"Mirpur Bridge","L1",2021,"SS","March",75
"Mirpur Bridge","L1",2021,"SS","April",2
"Mirpur Bridge","L1",2021,"SS","May",19
"Mirpur Bridge","L1",2021,"SS","June",20
"Mirpur Bridge","L1",2021,"SS","July",40
"Mirpur Bridge","L1",2021,"SS","August",10
"Mirpur Bridge","L1",2021,"SS","September",40
"Mirpur Bridge","L1",2021,"SS","October",42
"Mirpur Bridge","L1",2021,"SS","November",26
"Mirpur Bridge","L1",2021,"SS","December",30
"Mirpur Bridge","L1",2022,"SS","January",90
"Mirpur Bridge","L1",2022,"SS","February",80
"Mirpur Bridge","L1",2022,"SS","March",80
"Mirpur Bridge","L1",2022,"SS","April",112
"Mirpur Bridge","L1",2022,"SS","May",59
"Mirpur Bridge","L1",2022,"SS","June",106
"Mirpur Bridge","L1",2022,"SS","July",50
"Mirpur Bridge","L1",2022,"SS","August",78
"Mirpur Bridge","L1",2022,"SS","September",60
"Mirpur Bridge","L1",2022,"SS","October",44
"Mirpur Bridge","L1",2022,"SS","November",27
"Mirpur Bridge","L1",2022,"SS","December",39
"Mirpur Bridge","L1",2023,"SS","January",95
"Mirpur Bridge","L1",2023,"SS","February",74
"Mirpur Bridge","L1",2023,"SS","March",28
"Mirpur Bridge","L1",2023,"SS","April",100
"Mirpur Bridge","L1",2023,"SS","May",60
"Mirpur Bridge","L1",2023,"SS","June",110
"Mirpur Bridge","L1",2023,"SS","July",60
"Mirpur Bridge","L1",2023,"SS","August",80
"Mirpur Bridge","L1",2023,"SS","September",80
"Mirpur Bridge","L1",2023,"SS","October",90
"Mirpur Bridge","L1",2023,"SS","November",30
"Mirpur Bridge","L1",2023,"SS","December",40
"Mirpur Bridge","L1",2010,"T-Alkainity","January",100
"Mirpur Bridge","L1",2010,"T-Alkainity","February",100
"Mirpur Bridge","L1",2010,"T-Alkainity","March",118
"Mirpur Bridge","L1",2010,"T-Alkainity","April",150
"Mirpur Bridge","L1",2010,"T-Alkainity","May",31
"Mirpur Bridge","L1",2010,"T-Alkainity","June",31
"Mirpur Bridge","L1",2010,"T-Alkainity","July",38
"Mirpur Bridge","L1",2010,"T-Alkainity","August",38
"Mirpur Bridge","L1",2010,"T-Alkainity","September",28
"Mirpur Bridge","L1",2010,"T-Alkainity","October",57
"Mirpur Bridge","L1",2010,"T-Alkainity","November",42
"Mirpur Bridge","L1",2010,"T-Alkainity","December",25
"Mirpur Bridge","L1",2011,"T-Alkainity","January",120
"Mirpur Bridge","L1",2011,"T-Alkainity","February",150
"Mirpur Bridge","L1",2011,"T-Alkainity","March",150
"Mirpur Bridge","L1",2011,"T-Alkainity","April",200
"Mirpur Bridge","L1",2011,"T-Alkainity","May",25
"Mirpur Bridge","L1",2011,"T-Alkainity","June",34
"Mirpur Bridge","L1",2011,"T-Alkainity","July",61
"Mirpur Bridge","L1",2011,"T-Alkainity","August",45
"Mirpur Bridge","L1",2011,"T-Alkainity","September",46
"Mirpur Bridge","L1",2011,"T-Alkainity","October",22
"Mirpur Bridge","L1",2011,"T-Alkainity","November",25
"Mirpur Bridge","L1",2011,"T-Alkainity","December",13
"Mirpur Bridge","L1",2012,"T-Alkainity","January",150
"Mirpur Bridge","L1",2012,"T-Alkainity","February",200
"Mirpur Bridge","L1",2012,"T-Alkainity","March",165
"Mirpur Bridge","L1",2012,"T-Alkainity","April",260
"Mirpur Bridge","L1",2012,"T-Alkainity","May",31
"Mirpur Bridge","L1",2012,"T-Alkainity","June",31
"Mirpur Bridge","L1",2012,"T-Alkainity","July",38
"Mirpur Bridge","L1",2012,"T-Alkainity","August",38
"Mirpur Bridge","L1",2012,"T-Alkainity","September",28
"Mirpur Bridge","L1",2012,"T-Alkainity","October",57
"Mirpur Bridge","L1",2012,"T-Alkainity","November",42
"Mirpur Bridge","L1",2012,"T-Alkainity","December",25
"Mirpur Bridge","L1",2013,"T-Alkainity","January",200
"Mirpur Bridge","L1",2013,"T-Alkainity","February",250
"Mirpur Bridge","L1",2013,"T-Alkainity","March",200
"Mirpur Bridge","L1",2013,"T-Alkainity","April",300
"Mirpur Bridge","L1",2013,"T-Alkainity","May",75
"Mirpur Bridge","L1",2013,"T-Alkainity","June",7.5
"Mirpur Bridge","L1",2013,"T-Alkainity","July",6.5
"Mirpur Bridge","L1",2013,"T-Alkainity","August",5.6
"Mirpur Bridge","L1",2013,"T-Alkainity","September",7.6
"Mirpur Bridge","L1",2013,"T-Alkainity","October",5.5
"Mirpur Bridge","L1",2013,"T-Alkainity","November",6
"Mirpur Bridge","L1",2013,"T-Alkainity","December",28
"Mirpur Bridge","L1",2014,"T-Alkainity","January",239
"Mirpur Bridge","L1",2014,"T-Alkainity","February",280
"Mirpur Bridge","L1",2014,"T-Alkainity","March",298
"Mirpur Bridge","L1",2014,"T-Alkainity","April",310
"Mirpur Bridge","L1",2014,"T-Alkainity","May",23
"Mirpur Bridge","L1",2014,"T-Alkainity","June",5
"Mirpur Bridge","L1",2014,"T-Alkainity","July",13
"Mirpur Bridge","L1",2014,"T-Alkainity","August",6
"Mirpur Bridge","L1",2014,"T-Alkainity","September",7
"Mirpur Bridge","L1",2014,"T-Alkainity","October",14
"Mirpur Bridge","L1",2014,"T-Alkainity","November",20
"Mirpur Bridge","L1",2014,"T-Alkainity","December",26
"Mirpur Bridge","L1",2015,"T-Alkainity","January",202
"Mirpur Bridge","L1",2015,"T-Alkainity","February",300
"Mirpur Bridge","L1",2015,"T-Alkainity","March",244
"Mirpur Bridge","L1",2015,"T-Alkainity","April",110
"Mirpur Bridge","L1",2015,"T-Alkainity","May",108
"Mirpur Bridge","L1",2015,"T-Alkainity","June",52
"Mirpur Bridge","L1",2015,"T-Alkainity","July",42
"Mirpur Bridge","L1",2015,"T-Alkainity","August",47
"Mirpur Bridge","L1",2015,"T-Alkainity","September",50
"Mirpur Bridge","L1",2015,"T-Alkainity","October",48
"Mirpur Bridge","L1",2015,"T-Alkainity","November",54
"Mirpur Bridge","L1",2015,"T-Alkainity","December",140
"Mirpur Bridge","L1",2016,"T-Alkainity","January",144
"Mirpur Bridge","L1",2016,"T-Alkainity","February",148
"Mirpur Bridge","L1",2016,"T-Alkainity","March",200
"Mirpur Bridge","L1",2016,"T-Alkainity","April",108
"Mirpur Bridge","L1",2016,"T-Alkainity","May",52
"Mirpur Bridge","L1",2016,"T-Alkainity","June",40
"Mirpur Bridge","L1",2016,"T-Alkainity","July",42
"Mirpur Bridge","L1",2016,"T-Alkainity","August",44
"Mirpur Bridge","L1",2016,"T-Alkainity","September",50
"Mirpur Bridge","L1",2016,"T-Alkainity","October",70
"Mirpur Bridge","L1",2016,"T-Alkainity","November",140
"Mirpur Bridge","L1",2016,"T-Alkainity","December",104
"Mirpur Bridge","L1",2017,"T-Alkainity","January",224
"Mirpur Bridge","L1",2017,"T-Alkainity","February",280
"Mirpur Bridge","L1",2017,"T-Alkainity","March",280
"Mirpur Bridge","L1",2017,"T-Alkainity","April",180
"Mirpur Bridge","L1",2017,"T-Alkainity","May",130
"Mirpur Bridge","L1",2017,"T-Alkainity","June",130
"Mirpur Bridge","L1",2017,"T-Alkainity","July",48
"Mirpur Bridge","L1",2017,"T-Alkainity","August",56
"Mirpur Bridge","L1",2017,"T-Alkainity","September",44
"Mirpur Bridge","L1",2017,"T-Alkainity","October",40
"Mirpur Bridge","L1",2017,"T-Alkainity","November",62
"Mirpur Bridge","L1",2017,"T-Alkainity","December",190
"Mirpur Bridge","L1",2018,"T-Alkainity","January",250
"Mirpur Bridge","L1",2018,"T-Alkainity","February",290
"Mirpur Bridge","L1",2018,"T-Alkainity","March",244
"Mirpur Bridge","L1",2018,"T-Alkainity","April",110
"Mirpur Bridge","L1",2018,"T-Alkainity","May",108
"Mirpur Bridge","L1",2018,"T-Alkainity","June",52
"Mirpur Bridge","L1",2018,"T-Alkainity","July",42
"Mirpur Bridge","L1",2018,"T-Alkainity","August",47
"Mirpur Bridge","L1",2018,"T-Alkainity","September",50
"Mirpur Bridge","L1",2018,"T-Alkainity","October",48
"Mirpur Bridge","L1",2018,"T-Alkainity","November",54
"Mirpur Bridge","L1",2018,"T-Alkainity","December",140
"Mirpur Bridge","L1",2019,"T-Alkainity","January",220
"Mirpur Bridge","L1",2019,"T-Alkainity","February",218
"Mirpur Bridge","L1",2019,"T-Alkainity","March",66
"Mirpur Bridge","L1",2019,"T-Alkainity","April",320
"Mirpur Bridge","L1",2019,"T-Alkainity","May",180
"Mirpur Bridge","L1",2019,"T-Alkainity","June",61
"Mirpur Bridge","L1",2019,"T-Alkainity","July",60
"Mirpur Bridge","L1",2019,"T-Alkainity","August",43
"Mirpur Bridge","L1",2019,"T-Alkainity","September",110
"Mirpur Bridge","L1",2019,"T-Alkainity","October",119
"Mirpur Bridge","L1",2019,"T-Alkainity","November",176
"Mirpur Bridge","L1",2019,"T-Alkainity","December",245
"Mirpur Bridge","L1",2020,"T-Alkainity","January",210
"Mirpur Bridge","L1",2020,"T-Alkainity","February",310
"Mirpur Bridge","L1",2020,"T-Alkainity","March",320
"Mirpur Bridge","L1",2020,"T-Alkainity","April",180
"Mirpur Bridge","L1",2020,"T-Alkainity","May",210
"Mirpur Bridge","L1",2020,"T-Alkainity","June",160
"Mirpur Bridge","L1",2020,"T-Alkainity","July",40
"Mirpur Bridge","L1",2020,"T-Alkainity","August",40
"Mirpur Bridge","L1",2020,"T-Alkainity","September",48
"Mirpur Bridge","L1",2020,"T-Alkainity","October",38
"Mirpur Bridge","L1",2020,"T-Alkainity","November",54
"Mirpur Bridge","L1",2020,"T-Alkainity","December",115
"Mirpur Bridge","L1",2021,"T-Alkainity","January",215
"Mirpur Bridge","L1",2021,"T-Alkainity","February",178
"Mirpur Bridge","L1",2021,"T-Alkainity","March",186
"Mirpur Bridge","L1",2021,"T-Alkainity","April",170
"Mirpur Bridge","L1",2021,"T-Alkainity","May",147
"Mirpur Bridge","L1",2021,"T-Alkainity","June",31
"Mirpur Bridge","L1",2021,"T-Alkainity","July",31
"Mirpur Bridge","L1",2021,"T-Alkainity","August",38
"Mirpur Bridge","L1",2021,"T-Alkainity","September",38
"Mirpur Bridge","L1",2021,"T-Alkainity","October",28
"Mirpur Bridge","L1",2021,"T-Alkainity","November",57
"Mirpur Bridge","L1",2021,"T-Alkainity","December",42
"Mirpur Bridge","L1",2022,"T-Alkainity","January",186
"Mirpur Bridge","L1",2022,"T-Alkainity","February",204
"Mirpur Bridge","L1",2022,"T-Alkainity","March",350
"Mirpur Bridge","L1",2022,"T-Alkainity","April",348
"Mirpur Bridge","L1",2022,"T-Alkainity","May",112
"Mirpur Bridge","L1",2022,"T-Alkainity","June",54
"Mirpur Bridge","L1",2022,"T-Alkainity","July",30
"Mirpur Bridge","L1",2022,"T-Alkainity","August",30
"Mirpur Bridge","L1",2022,"T-Alkainity","September",33
"Mirpur Bridge","L1",2022,"T-Alkainity","October",30
"Mirpur Bridge","L1",2022,"T-Alkainity","November",31
"Mirpur Bridge","L1",2022,"T-Alkainity","December",99
"Mirpur Bridge","L1",2023,"T-Alkainity","January",136
"Mirpur Bridge","L1",2023,"T-Alkainity","February",244
"Mirpur Bridge","L1",2023,"T-Alkainity","March",216
"Mirpur Bridge","L1",2023,"T-Alkainity","April",350
"Mirpur Bridge","L1",2023,"T-Alkainity","May",100
"Mirpur Bridge","L1",2023,"T-Alkainity","June",55
"Mirpur Bridge","L1",2023,"T-Alkainity","July",63
"Mirpur Bridge","L1",2023,"T-Alkainity","August",10
"Mirpur Bridge","L1",2023,"T-Alkainity","September",12
"Mirpur Bridge","L1",2023,"T-Alkainity","October",8
"Mirpur Bridge","L1",2023,"T-Alkainity","November",18
"Mirpur Bridge","L1",2023,"T-Alkainity","December",30
"Mirpur Bridge","L1",2010,"EC","January",950
"Mirpur Bridge","L1",2010,"EC","February",780
"Mirpur Bridge","L1",2010,"EC","March",1043
"Mirpur Bridge","L1",2010,"EC","April",620
"Mirpur Bridge","L1",2010,"EC","May",754
"Mirpur Bridge","L1",2010,"EC","June",490
"Mirpur Bridge","L1",2010,"EC","July",188.2
"Mirpur Bridge","L1",2010,"EC","August",153.9
"Mirpur Bridge","L1",2010,"EC","September",151.6
"Mirpur Bridge","L1",2010,"EC","October",173
"Mirpur Bridge","L1",2010,"EC","November",284
"Mirpur Bridge","L1",2010,"EC","December",454
"Mirpur Bridge","L1",2011,"EC","January",962
"Mirpur Bridge","L1",2011,"EC","February",965
"Mirpur Bridge","L1",2011,"EC","March",1054
"Mirpur Bridge","L1",2011,"EC","April",744
"Mirpur Bridge","L1",2011,"EC","May",544
"Mirpur Bridge","L1",2011,"EC","June",544
"Mirpur Bridge","L1",2011,"EC","July",172.1
"Mirpur Bridge","L1",2011,"EC","August",164.4
"Mirpur Bridge","L1",2011,"EC","September",154.8
"Mirpur Bridge","L1",2011,"EC","October",155.2
"Mirpur Bridge","L1",2011,"EC","November",330
"Mirpur Bridge","L1",2011,"EC","December",530
"Mirpur Bridge","L1",2012,"EC","January",900
"Mirpur Bridge","L1",2012,"EC","February",523
"Mirpur Bridge","L1",2012,"EC","March",1389
"Mirpur Bridge","L1",2012,"EC","April",1392
"Mirpur Bridge","L1",2012,"EC","May",482
"Mirpur Bridge","L1",2012,"EC","June",149
"Mirpur Bridge","L1",2012,"EC","July",194
"Mirpur Bridge","L1",2012,"EC","August",154
"Mirpur Bridge","L1",2012,"EC","September",154
"Mirpur Bridge","L1",2012,"EC","October",163.8
"Mirpur Bridge","L1",2012,"EC","November",148
"Mirpur Bridge","L1",2012,"EC","December",377
"Mirpur Bridge","L1",2013,"EC","January",1050
"Mirpur Bridge","L1",2013,"EC","February",568
"Mirpur Bridge","L1",2013,"EC","March",1057
"Mirpur Bridge","L1",2013,"EC","April",925
"Mirpur Bridge","L1",2013,"EC","May",600
"Mirpur Bridge","L1",2013,"EC","June",177
"Mirpur Bridge","L1",2013,"EC","July",145.1
"Mirpur Bridge","L1",2013,"EC","August",142.4
"Mirpur Bridge","L1",2013,"EC","September",140.8
"Mirpur Bridge","L1",2013,"EC","October",114.7
"Mirpur Bridge","L1",2013,"EC","November",244
"Mirpur Bridge","L1",2013,"EC","December",502
"Mirpur Bridge","L1",2014,"EC","January",1006
"Mirpur Bridge","L1",2014,"EC","February",735
"Mirpur Bridge","L1",2014,"EC","March",1587
"Mirpur Bridge","L1",2014,"EC","April",1517
"Mirpur Bridge","L1",2014,"EC","May",650
"Mirpur Bridge","L1",2014,"EC","June",1111
"Mirpur Bridge","L1",2014,"EC","July",168.1
"Mirpur Bridge","L1",2014,"EC","August",160.1
"Mirpur Bridge","L1",2014,"EC","September",157.9
"Mirpur Bridge","L1",2014,"EC","October",172
"Mirpur Bridge","L1",2014,"EC","November",366
"Mirpur Bridge","L1",2014,"EC","December",519
"Mirpur Bridge","L1",2015,"EC","January",638
"Mirpur Bridge","L1",2015,"EC","February",800
"Mirpur Bridge","L1",2015,"EC","March",1238
"Mirpur Bridge","L1",2015,"EC","April",1109
"Mirpur Bridge","L1",2015,"EC","May",419
"Mirpur Bridge","L1",2015,"EC","June",194.1
"Mirpur Bridge","L1",2015,"EC","July",133.6
"Mirpur Bridge","L1",2015,"EC","August",125.1
"Mirpur Bridge","L1",2015,"EC","September",150
"Mirpur Bridge","L1",2015,"EC","October",201.9
"Mirpur Bridge","L1",2015,"EC","November",311
"Mirpur Bridge","L1",2015,"EC","December",673
"Mirpur Bridge","L1",2016,"EC","January",720
"Mirpur Bridge","L1",2016,"EC","February",1156
"Mirpur Bridge","L1",2016,"EC","March",1200
"Mirpur Bridge","L1",2016,"EC","April",1078
"Mirpur Bridge","L1",2016,"EC","May",176.4
"Mirpur Bridge","L1",2016,"EC","June",123.8
"Mirpur Bridge","L1",2016,"EC","July",107.5
"Mirpur Bridge","L1",2016,"EC","August",110.8
"Mirpur Bridge","L1",2016,"EC","September",162.8
"Mirpur Bridge","L1",2016,"EC","October",182.2
"Mirpur Bridge","L1",2016,"EC","November",324
"Mirpur Bridge","L1",2016,"EC","December",530
"Mirpur Bridge","L1",2017,"EC","January",745
"Mirpur Bridge","L1",2017,"EC","February",904
"Mirpur Bridge","L1",2017,"EC","March",1054
"Mirpur Bridge","L1",2017,"EC","April",744
"Mirpur Bridge","L1",2017,"EC","May",544
"Mirpur Bridge","L1",2017,"EC","June",544
"Mirpur Bridge","L1",2017,"EC","July",172.1
"Mirpur Bridge","L1",2017,"EC","August",164.4
"Mirpur Bridge","L1",2017,"EC","September",154.8
"Mirpur Bridge","L1",2017,"EC","October",155.2
"Mirpur Bridge","L1",2017,"EC","November",330
"Mirpur Bridge","L1",2017,"EC","December",530
"Mirpur Bridge","L1",2018,"EC","January",750
"Mirpur Bridge","L1",2018,"EC","February",1000
"Mirpur Bridge","L1",2018,"EC","March",1043
"Mirpur Bridge","L1",2018,"EC","April",620
"Mirpur Bridge","L1",2018,"EC","May",754
"Mirpur Bridge","L1",2018,"EC","June",490
"Mirpur Bridge","L1",2018,"EC","July",188.2
"Mirpur Bridge","L1",2018,"EC","August",153.9
"Mirpur Bridge","L1",2018,"EC","September",151.6
"Mirpur Bridge","L1",2018,"EC","October",173
"Mirpur Bridge","L1",2018,"EC","November",284
"Mirpur Bridge","L1",2018,"EC","December",454
"Mirpur Bridge","L1",2019,"EC","January",661
"Mirpur Bridge","L1",2019,"EC","February",513
"Mirpur Bridge","L1",2019,"EC","March",1043
"Mirpur Bridge","L1",2019,"EC","April",620
"Mirpur Bridge","L1",2019,"EC","May",754
"Mirpur Bridge","L1",2019,"EC","June",490
"Mirpur Bridge","L1",2019,"EC","July",188.2
"Mirpur Bridge","L1",2019,"EC","August",153.9
"Mirpur Bridge","L1",2019,"EC","September",151.6
"Mirpur Bridge","L1",2019,"EC","October",173
"Mirpur Bridge","L1",2019,"EC","November",284
"Mirpur Bridge","L1",2019,"EC","December",454
"Mirpur Bridge","L1",2020,"EC","January",625
"Mirpur Bridge","L1",2020,"EC","February",1033
"Mirpur Bridge","L1",2020,"EC","March",1057
"Mirpur Bridge","L1",2020,"EC","April",925
"Mirpur Bridge","L1",2020,"EC","May",600
"Mirpur Bridge","L1",2020,"EC","June",177
"Mirpur Bridge","L1",2020,"EC","July",145.1
"Mirpur Bridge","L1",2020,"EC","August",142.4
"Mirpur Bridge","L1",2020,"EC","September",140.8
"Mirpur Bridge","L1",2020,"EC","October",114.7
"Mirpur Bridge","L1",2020,"EC","November",244
"Mirpur Bridge","L1",2020,"EC","December",502
"Mirpur Bridge","L1",2021,"EC","January",678
"Mirpur Bridge","L1",2021,"EC","February",814
"Mirpur Bridge","L1",2021,"EC","March",799
"Mirpur Bridge","L1",2021,"EC","April",1149
"Mirpur Bridge","L1",2021,"EC","May",730
"Mirpur Bridge","L1",2021,"EC","June",180
"Mirpur Bridge","L1",2021,"EC","July",150
"Mirpur Bridge","L1",2021,"EC","August",162
"Mirpur Bridge","L1",2021,"EC","September",155
"Mirpur Bridge","L1",2021,"EC","October",125
"Mirpur Bridge","L1",2021,"EC","November",250
"Mirpur Bridge","L1",2021,"EC","December",500
"Mirpur Bridge","L1",2022,"EC","January",664
"Mirpur Bridge","L1",2022,"EC","February",801
"Mirpur Bridge","L1",2022,"EC","March",1389
"Mirpur Bridge","L1",2022,"EC","April",1392
"Mirpur Bridge","L1",2022,"EC","May",482
"Mirpur Bridge","L1",2022,"EC","June",149
"Mirpur Bridge","L1",2022,"EC","July",194
"Mirpur Bridge","L1",2022,"EC","August",154
"Mirpur Bridge","L1",2022,"EC","September",154
"Mirpur Bridge","L1",2022,"EC","October",163.8
"Mirpur Bridge","L1",2022,"EC","November",148
"Mirpur Bridge","L1",2022,"EC","December",377
"Mirpur Bridge","L1",2023,"EC","January",389
"Mirpur Bridge","L1",2023,"EC","February",759
"Mirpur Bridge","L1",2023,"EC","March",715
"Mirpur Bridge","L1",2023,"EC","April",1400
"Mirpur Bridge","L1",2023,"EC","May",500
"Mirpur Bridge","L1",2023,"EC","June",150
"Mirpur Bridge","L1",2023,"EC","July",170
"Mirpur Bridge","L1",2023,"EC","August",500
"Mirpur Bridge","L1",2023,"EC","September",243
"Mirpur Bridge","L1",2023,"EC","October",156
"Mirpur Bridge","L1",2023,"EC","November",526
"Mirpur Bridge","L1",2023,"EC","December",469
"Hazaribag","L2",2010,"pH","January",6.8
"Hazaribag","L2",2010,"pH","February",7.2
"Hazaribag","L2",2010,"pH","March",7.6
"Hazaribag","L2",2010,"pH","April",7.5
"Hazaribag","L2",2010,"pH","May",7.8
"Hazaribag","L2",2010,"pH","June",7.6
"Hazaribag","L2",2010,"pH","July",7.8
"Hazaribag","L2",2010,"pH","August",6.3
"Hazaribag","L2",2010,"pH","September",6.5
"Hazaribag","L2",2010,"pH","October",6.9
"Hazaribag","L2",2010,"pH","November",7.3
"Hazaribag","L2",2010,"pH","December",7.2
"Hazaribag","L2",2011,"pH","January",7.4
"Hazaribag","L2",2011,"pH","February",7.9
"Hazaribag","L2",2011,"pH","March",7.8
"Hazaribag","L2",2011,"pH","April",7.5
"Hazaribag","L2",2011,"pH","May",7.85
"Hazaribag","L2",2011,"pH","June",7.6
"Hazaribag","L2",2011,"pH","July",7.2
"Hazaribag","L2",2011,"pH","August",7
"Hazaribag","L2",2011,"pH","September",6.98
"Hazaribag","L2",2011,"pH","October",6.4
"Hazaribag","L2",2011,"pH","November",7.4
"Hazaribag","L2",2011,"pH","December",7.58
"Hazaribag","L2",2012,"pH","January",7.6
"Hazaribag","L2",2012,"pH","February",7.4
"Hazaribag","L2",2012,"pH","March",7.7
"Hazaribag","L2",2012,"pH","April",7.6
"Hazaribag","L2",2012,"pH","May",7.8
"Hazaribag","L2",2012,"pH","June",7.8
"Hazaribag","L2",2012,"pH","July",7.17
"Hazaribag","L2",2012,"pH","August",6.6
"Hazaribag","L2",2012,"pH","September",7
"Hazaribag","L2",2012,"pH","October",7.22
"Hazaribag","L2",2012,"pH","November",7.52
"Hazaribag","L2",2012,"pH","December",7.49
"Hazaribag","L2",2013,"pH","January",7.2
"Hazaribag","L2",2013,"pH","February",7.7
"Hazaribag","L2",2013,"pH","March",7.72
"Hazaribag","L2",2013,"pH","April",7.9
"Hazaribag","L2",2013,"pH","May",7.24
"Hazaribag","L2",2013,"pH","June",7.5
"Hazaribag","L2",2013,"pH","July",5.52
"Hazaribag","L2",2013,"pH","August",7.4
"Hazaribag","L2",2013,"pH","September",7.02
"Hazaribag","L2",2013,"pH","October",6.95
"Hazaribag","L2",2013,"pH","November",7.19
"Hazaribag","L2",2013,"pH","December",7.47
"Hazaribag","L2",2014,"pH","January",7.28
"Hazaribag","L2",2014,"pH","February",7.36
"Hazaribag","L2",2014,"pH","March",7.59
"Hazaribag","L2",2014,"pH","April",7.41
"Hazaribag","L2",2014,"pH","May",7.23
"Hazaribag","L2",2014,"pH","June",7.51
"Hazaribag","L2",2014,"pH","July",6.68
"Hazaribag","L2",2014,"pH","August",7.25
"Hazaribag","L2",2014,"pH","September",7.53
"Hazaribag","L2",2014,"pH","October",7.68
"Hazaribag","L2",2014,"pH","November",6.81
"Hazaribag","L2",2014,"pH","December",7.38
"Hazaribag","L2",2015,"pH","January",7.54
"Hazaribag","L2",2015,"pH","February",7.6
"Hazaribag","L2",2015,"pH","March",7.54
"Hazaribag","L2",2015,"pH","April",7.6
"Hazaribag","L2",2015,"pH","May",7.03
"Hazaribag","L2",2015,"pH","June",7.21
"Hazaribag","L2",2015,"pH","July",6.58
"Hazaribag","L2",2015,"pH","August",7.11
"Hazaribag","L2",2015,"pH","September",7.02
"Hazaribag","L2",2015,"pH","October",6.89
"Hazaribag","L2",2015,"pH","November",7.95
"Hazaribag","L2",2015,"pH","December",7.29
"Hazaribag","L2",2016,"pH","January",7.46
"Hazaribag","L2",2016,"pH","February",7.47
"Hazaribag","L2",2016,"pH","March",7.74
"Hazaribag","L2",2016,"pH","April",7.74
"Hazaribag","L2",2016,"pH","May",6.83
"Hazaribag","L2",2016,"pH","June",6.9
"Hazaribag","L2",2016,"pH","July",6.64
"Hazaribag","L2",2016,"pH","August",7.26
"Hazaribag","L2",2016,"pH","September",7.14
"Hazaribag","L2",2016,"pH","October",7.74
"Hazaribag","L2",2016,"pH","November",7.28
"Hazaribag","L2",2016,"pH","December",7.32
"Hazaribag","L2",2017,"pH","January",7.55
"Hazaribag","L2",2017,"pH","February",7.25
"Hazaribag","L2",2017,"pH","March",7.27
"Hazaribag","L2",2017,"pH","April",6.78
"Hazaribag","L2",2017,"pH","May",7.53
"Hazaribag","L2",2017,"pH","June",7.53
"Hazaribag","L2",2017,"pH","July",6.88
"Hazaribag","L2",2017,"pH","August",6.88
"Hazaribag","L2",2017,"pH","September",7.43
"Hazaribag","L2",2017,"pH","October",7.23
"Hazaribag","L2",2017,"pH","November",7.64
"Hazaribag","L2",2017,"pH","December",7.2
"Hazaribag","L2",2018,"pH","January",7.74
"Hazaribag","L2",2018,"pH","February",7.37
"Hazaribag","L2",2018,"pH","March",7.42
"Hazaribag","L2",2018,"pH","April",7.21
"Hazaribag","L2",2018,"pH","May",7.29
"Hazaribag","L2",2018,"pH","June",7.01
"Hazaribag","L2",2018,"pH","July",6.95
"Hazaribag","L2",2018,"pH","August",7.13
"Hazaribag","L2",2018,"pH","September",7.36
"Hazaribag","L2",2018,"pH","October",7.06
"Hazaribag","L2",2018,"pH","November",7.16
"Hazaribag","L2",2018,"pH","December",7.4
